ano_agricola;uf;produto;producao_mil_t
2004/05             ;BA;ALGODAO EM PLUMA                        ;317.1
2004/05             ;CE;ALGODAO EM PLUMA                        ;2.1
2004/05             ;DF;ALGODAO EM PLUMA                        ;5.5
2004/05             ;GO;ALGODAO EM PLUMA                        ;159.7
2004/05             ;MA;ALGODAO EM PLUMA                        ;8.1
2004/05             ;MG;ALGODAO EM PLUMA                        ;53.0
2004/05             ;MS;ALGODAO EM PLUMA                        ;68.8
2004/05             ;MT;ALGODAO EM PLUMA                        ;582.3
2004/05             ;PB;ALGODAO EM PLUMA                        ;5.1
2004/05             ;PE;ALGODAO EM PLUMA                        ;0.6
2004/05             ;PI;ALGODAO EM PLUMA                        ;3.3
2004/05             ;PR;ALGODAO EM PLUMA                        ;27.7
2004/05             ;RN;ALGODAO EM PLUMA                        ;3.4
2004/05             ;SP;ALGODAO EM PLUMA                        ;59.1
2004/05             ;TO;ALGODAO EM PLUMA                        ;1.8
2005/06             ;AL;ALGODAO EM PLUMA                        ;1.4
2005/06             ;BA;ALGODAO EM PLUMA                        ;302.5
2005/06             ;CE;ALGODAO EM PLUMA                        ;2.8
2005/06             ;DF;ALGODAO EM PLUMA                        ;3.3
2005/06             ;GO;ALGODAO EM PLUMA                        ;72.7
2005/06             ;MA;ALGODAO EM PLUMA                        ;7.8
2005/06             ;MG;ALGODAO EM PLUMA                        ;32.5
2005/06             ;MS;ALGODAO EM PLUMA                        ;41.0
2005/06             ;MT;ALGODAO EM PLUMA                        ;503.3
2005/06             ;PB;ALGODAO EM PLUMA                        ;2.4
2005/06             ;PE;ALGODAO EM PLUMA                        ;0.7
2005/06             ;PI;ALGODAO EM PLUMA                        ;14.0
2005/06             ;PR;ALGODAO EM PLUMA                        ;10.6
2005/06             ;RN;ALGODAO EM PLUMA                        ;3.4
2005/06             ;SP;ALGODAO EM PLUMA                        ;39.4
2006/07             ;AL;ALGODAO EM PLUMA                        ;1.5
2006/07             ;BA;ALGODAO EM PLUMA                        ;452.1
2006/07             ;CE;ALGODAO EM PLUMA                        ;1.3
2006/07             ;DF;ALGODAO EM PLUMA                        ;2.1
2006/07             ;GO;ALGODAO EM PLUMA                        ;105.9
2006/07             ;MA;ALGODAO EM PLUMA                        ;10.5
2006/07             ;MG;ALGODAO EM PLUMA                        ;37.8
2006/07             ;MS;ALGODAO EM PLUMA                        ;69.0
2006/07             ;MT;ALGODAO EM PLUMA                        ;783.2
2006/07             ;PB;ALGODAO EM PLUMA                        ;0.7
2006/07             ;PE;ALGODAO EM PLUMA                        ;0.5
2006/07             ;PI;ALGODAO EM PLUMA                        ;9.0
2006/07             ;PR;ALGODAO EM PLUMA                        ;10.3
2006/07             ;RN;ALGODAO EM PLUMA                        ;3.0
2006/07             ;SP;ALGODAO EM PLUMA                        ;36.1
2006/07             ;TO;ALGODAO EM PLUMA                        ;1.0
2007/08             ;AL;ALGODAO EM PLUMA                        ;1.4
2007/08             ;BA;ALGODAO EM PLUMA                        ;495.5
2007/08             ;CE;ALGODAO EM PLUMA                        ;1.2
2007/08             ;GO;ALGODAO EM PLUMA                        ;106.0
2007/08             ;MA;ALGODAO EM PLUMA                        ;17.8
2007/08             ;MG;ALGODAO EM PLUMA                        ;29.7
2007/08             ;MS;ALGODAO EM PLUMA                        ;68.6
2007/08             ;MT;ALGODAO EM PLUMA                        ;830.4
2007/08             ;PB;ALGODAO EM PLUMA                        ;1.1
2007/08             ;PE;ALGODAO EM PLUMA                        ;0.8
2007/08             ;PI;ALGODAO EM PLUMA                        ;17.8
2007/08             ;PR;ALGODAO EM PLUMA                        ;6.4
2007/08             ;RN;ALGODAO EM PLUMA                        ;2.1
2007/08             ;SP;ALGODAO EM PLUMA                        ;21.1
2007/08             ;TO;ALGODAO EM PLUMA                        ;2.3
2008/09             ;AL;ALGODAO EM PLUMA                        ;0.2
2008/09             ;BA;ALGODAO EM PLUMA                        ;372.5
2008/09             ;CE;ALGODAO EM PLUMA                        ;1.0
2008/09             ;GO;ALGODAO EM PLUMA                        ;95.0
2008/09             ;MA;ALGODAO EM PLUMA                        ;16.0
2008/09             ;MG;ALGODAO EM PLUMA                        ;22.4
2008/09             ;MS;ALGODAO EM PLUMA                        ;57.2
2008/09             ;MT;ALGODAO EM PLUMA                        ;614.2
2008/09             ;PB;ALGODAO EM PLUMA                        ;1.3
2008/09             ;PE;ALGODAO EM PLUMA                        ;0.6
2008/09             ;PI;ALGODAO EM PLUMA                        ;13.0
2008/09             ;PR;ALGODAO EM PLUMA                        ;5.1
2008/09             ;RN;ALGODAO EM PLUMA                        ;1.6
2008/09             ;SP;ALGODAO EM PLUMA                        ;10.2
2008/09             ;TO;ALGODAO EM PLUMA                        ;3.4
2009/10             ;AL;ALGODAO EM PLUMA                        ;0.2
2009/10             ;BA;ALGODAO EM PLUMA                        ;406.8
2009/10             ;CE;ALGODAO EM PLUMA                        ;0.7
2009/10             ;GO;ALGODAO EM PLUMA                        ;87.4
2009/10             ;MA;ALGODAO EM PLUMA                        ;16.8
2009/10             ;MG;ALGODAO EM PLUMA                        ;21.9
2009/10             ;MS;ALGODAO EM PLUMA                        ;55.8
2009/10             ;MT;ALGODAO EM PLUMA                        ;583.5
2009/10             ;PE;ALGODAO EM PLUMA                        ;0.5
2009/10             ;PI;ALGODAO EM PLUMA                        ;8.0
2009/10             ;PR;ALGODAO EM PLUMA                        ;0.1
2009/10             ;RN;ALGODAO EM PLUMA                        ;0.5
2009/10             ;SP;ALGODAO EM PLUMA                        ;6.5
2009/10             ;TO;ALGODAO EM PLUMA                        ;5.4
2010/11             ;AL;ALGODAO EM PLUMA                        ;0.1
2010/11             ;BA;ALGODAO EM PLUMA                        ;633.1
2010/11             ;CE;ALGODAO EM PLUMA                        ;1.1
2010/11             ;DF;ALGODAO EM PLUMA                        ;0.7
2010/11             ;GO;ALGODAO EM PLUMA                        ;162.5
2010/11             ;MA;ALGODAO EM PLUMA                        ;27.7
2010/11             ;MG;ALGODAO EM PLUMA                        ;45.4
2010/11             ;MS;ALGODAO EM PLUMA                        ;89.2
2010/11             ;MT;ALGODAO EM PLUMA                        ;934.8
2010/11             ;PB;ALGODAO EM PLUMA                        ;0.3
2010/11             ;PE;ALGODAO EM PLUMA                        ;0.2
2010/11             ;PI;ALGODAO EM PLUMA                        ;26.6
2010/11             ;PR;ALGODAO EM PLUMA                        ;1.2
2010/11             ;RN;ALGODAO EM PLUMA                        ;0.8
2010/11             ;SP;ALGODAO EM PLUMA                        ;28.6
2010/11             ;TO;ALGODAO EM PLUMA                        ;7.5
2011/12             ;BA;ALGODAO EM PLUMA                        ;483.6
2011/12             ;CE;ALGODAO EM PLUMA                        ;0.1
2011/12             ;GO;ALGODAO EM PLUMA                        ;128.7
2011/12             ;MA;ALGODAO EM PLUMA                        ;28.8
2011/12             ;MG;ALGODAO EM PLUMA                        ;41.8
2011/12             ;MS;ALGODAO EM PLUMA                        ;84.6
2011/12             ;MT;ALGODAO EM PLUMA                        ;1046.5
2011/12             ;PE;ALGODAO EM PLUMA                        ;0.1
2011/12             ;PI;ALGODAO EM PLUMA                        ;28.9
2011/12             ;PR;ALGODAO EM PLUMA                        ;0.8
2011/12             ;RN;ALGODAO EM PLUMA                        ;0.1
2011/12             ;SP;ALGODAO EM PLUMA                        ;24.8
2011/12             ;TO;ALGODAO EM PLUMA                        ;8.5
2012/13             ;BA;ALGODAO EM PLUMA                        ;357.0
2012/13             ;CE;ALGODAO EM PLUMA                        ;0.1
2012/13             ;GO;ALGODAO EM PLUMA                        ;70.3
2012/13             ;MA;ALGODAO EM PLUMA                        ;26.2
2012/13             ;MG;ALGODAO EM PLUMA                        ;26.3
2012/13             ;MS;ALGODAO EM PLUMA                        ;68.1
2012/13             ;MT;ALGODAO EM PLUMA                        ;731.3
2012/13             ;PI;ALGODAO EM PLUMA                        ;14.5
2012/13             ;PR;ALGODAO EM PLUMA                        ;0.8
2012/13             ;RN;ALGODAO EM PLUMA                        ;0.1
2012/13             ;SP;ALGODAO EM PLUMA                        ;8.3
2012/13             ;TO;ALGODAO EM PLUMA                        ;7.3
2013/14             ;BA;ALGODAO EM PLUMA                        ;483.3
2013/14             ;CE;ALGODAO EM PLUMA                        ;0.5
2013/14             ;GO;ALGODAO EM PLUMA                        ;83.0
2013/14             ;MA;ALGODAO EM PLUMA                        ;30.4
2013/14             ;MG;ALGODAO EM PLUMA                        ;28.3
2013/14             ;MS;ALGODAO EM PLUMA                        ;63.3
2013/14             ;MT;ALGODAO EM PLUMA                        ;1005.9
2013/14             ;PE;ALGODAO EM PLUMA                        ;0.1
2013/14             ;PI;ALGODAO EM PLUMA                        ;19.7
2013/14             ;PR;ALGODAO EM PLUMA                        ;0.8
2013/14             ;RN;ALGODAO EM PLUMA                        ;0.6
2013/14             ;SP;ALGODAO EM PLUMA                        ;10.7
2013/14             ;TO;ALGODAO EM PLUMA                        ;7.4
2014/15             ;BA;ALGODAO EM PLUMA                        ;434.6
2014/15             ;GO;ALGODAO EM PLUMA                        ;52.2
2014/15             ;MA;ALGODAO EM PLUMA                        ;34.1
2014/15             ;MG;ALGODAO EM PLUMA                        ;27.1
2014/15             ;MS;ALGODAO EM PLUMA                        ;55.3
2014/15             ;MT;ALGODAO EM PLUMA                        ;921.7
2014/15             ;PB;ALGODAO EM PLUMA                        ;0.1
2014/15             ;PI;ALGODAO EM PLUMA                        ;20.1
2014/15             ;PR;ALGODAO EM PLUMA                        ;0.7
2014/15             ;RN;ALGODAO EM PLUMA                        ;0.5
2014/15             ;SP;ALGODAO EM PLUMA                        ;4.6
2014/15             ;TO;ALGODAO EM PLUMA                        ;11.8
2015/16             ;BA;ALGODAO EM PLUMA                        ;247.3
2015/16             ;CE;ALGODAO EM PLUMA                        ;0.1
2015/16             ;GO;ALGODAO EM PLUMA                        ;35.1
2015/16             ;MA;ALGODAO EM PLUMA                        ;33.0
2015/16             ;MG;ALGODAO EM PLUMA                        ;26.8
2015/16             ;MS;ALGODAO EM PLUMA                        ;48.3
2015/16             ;MT;ALGODAO EM PLUMA                        ;880.5
2015/16             ;PI;ALGODAO EM PLUMA                        ;2.7
2015/16             ;PR;ALGODAO EM PLUMA                        ;0.7
2015/16             ;RN;ALGODAO EM PLUMA                        ;0.5
2015/16             ;SP;ALGODAO EM PLUMA                        ;5.5
2015/16             ;TO;ALGODAO EM PLUMA                        ;8.7
2016/17             ;BA;ALGODAO EM PLUMA                        ;346.2
2016/17             ;CE;ALGODAO EM PLUMA                        ;0.2
2016/17             ;GO;ALGODAO EM PLUMA                        ;41.9
2016/17             ;MA;ALGODAO EM PLUMA                        ;35.2
2016/17             ;MG;ALGODAO EM PLUMA                        ;22.7
2016/17             ;MS;ALGODAO EM PLUMA                        ;49.1
2016/17             ;MT;ALGODAO EM PLUMA                        ;1011.3
2016/17             ;PB;ALGODAO EM PLUMA                        ;0.1
2016/17             ;PI;ALGODAO EM PLUMA                        ;8.5
2016/17             ;RN;ALGODAO EM PLUMA                        ;0.5
2016/17             ;RR;ALGODAO EM PLUMA                        ;4.0
2016/17             ;SP;ALGODAO EM PLUMA                        ;3.7
2016/17             ;TO;ALGODAO EM PLUMA                        ;6.1
2017/18             ;BA;ALGODAO EM PLUMA                        ;498.4
2017/18             ;CE;ALGODAO EM PLUMA                        ;0.3
2017/18             ;GO;ALGODAO EM PLUMA                        ;53.3
2017/18             ;MA;ALGODAO EM PLUMA                        ;34.9
2017/18             ;MG;ALGODAO EM PLUMA                        ;39.7
2017/18             ;MS;ALGODAO EM PLUMA                        ;56.1
